,PageNo,Text 
81,page_81,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 82 CFB at Week 12 in average number of total incontinence episodes over 24 hours in OAB Wet patients CFB at Week 12 in Coping Score from the Overactive Bladder Questionnaire Long Form (OAB-q LF, 1-week recall) in all OAB patients CFB at Week 12 in average volume voided per micturition in all OAB patients Additional Secondary Efficacy Endpoints: CFB at Week 12 in HRQL Total Score from the OAB-q LF (1-week recall) in all OAB patients CFB at Week 12 in Symptom Bother Score from the OAB-q-LF (1-week recall) in all OAB patients Percent of all OAB patients with average number of micturitions < 8 per 24 hours at Week 12 Percent of OAB Wet patients with at least a 50% reduction from baseline in total incontinence episodes per 24 hours at Week 12 CFB at Week 12 in overall bladder symptoms based on PGI-Severity in all OAB patients CFB at Week 12 in overall control over bladder symptoms based on PGI-Control in all OAB patients Exploratory Endpoints:"
82,page_82,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 83 9.3.2. Safety Endpoints Safety and tolerability will be assessed via clinical review of all relevant safety parameters including clinical adverse events, clinical laboratories, vital signs, and physical examinations that occurred during the respective study period. 9.4. Analysis Populations 9.4.1. Efficacy Analysis Populations The Full Analysis Set (FAS) population will serve as the primary population for the analysis of efficacy data in this study. Since the endpoints related to incontinence would only apply to patients who meet the definition of incontinence at study entry, it is necessary to have a separate FAS definition with an additional criterion to define the primary analysis population for incontinence endpoints. The following FAS populations are defined in the study: Full analysis set (FAS): all randomized OAB patients who took at least one dose of double-blind Study Treatment and have at least one evaluable change from baseline micturition measurement Full analysis set for incontinence (FAS-I): all randomized OAB Wet patients who took at least one dose of double-blind Study Treatment and have at least one evaluable change from baseline UUI measurement The Per-Protocol population (PP) and Per-Protocol population for incontinence (PP-I) exclude patients due to important deviations from the protocol that may substantially affect the results of"
83,page_83,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 84 the primary efficacy endpoints. A supportive analysis using the Per-Protocol populations will be performed for the co-primary and key secondary efficacy endpoints. The final determination on protocol violations, and thereby the composition of the Per-Protocol population, will be made prior to the unblinding of the database and will be documented in a separate memo. Patients will be included in the treatment group to which they are randomized for the analysis of efficacy data using the FAS and Per-Protocol populations. 9.4.2. Safety Analysis Populations The Safety Set (SAF) will be used for the analysis of safety data in this study. The SAF consists of all patients who received at least one dose of Study Treatment. Patients will be included in the treatment group corresponding to the Study Treatment they actually received for the analysis of safety data using the SAF population. For most patients this will be the treatment group to which they are randomized. At least one laboratory or vital sign measurement obtained subsequent to at least one dose of Study Treatment is required for inclusion in the analysis of each specific parameter. To assess change from baseline, a Baseline measurement is also required. No imputation will be performed for missing safety data. Baseline will be defined as the last non-missing value before treatment. 9.4.3. Pharmacokinetic Population The PK population will include all subjects in the Safety Set who undergo plasma PK sampling and have evaluable PK assay results. 9.5. Statistical Methods Statistical testing and inference methods for safety and efficacy analyses are described below. Efficacy results that will be considered statistically significant after consideration of the strategy for controlling the Type I error are described in Section 9.6 , Multiplicity. Nominal p-values may be computed for other efficacy analyses as a measure of the strength of association between the endpoint and the treatment effect rather than formal tests of hypotheses. Unless otherwise stated, two-sided) level. 9.5.1. Statistical Methods for Efficacy Analyses 9.5.1.1. Primary Efficacy Endpoints For the analysis of the co-primary endpoints (change from baseline in average number of daily micturitions at Week 12 and change from baseline in average number of daily urge urinary incontinence episodes at Week 12), a mixed model for repeated measure (MMRM) with restricted maximum likelihood estimation will be used. This model corrects for dropout and accounts for the fact that measurements taken on the same patient over time tend to be correlated by using all available information on patients within the same covariate set to derive an estimate of the treatment effect for a dropout-free population. The analysis model for each efficacy endpoint will include terms for treatment, visit, OAB Type (Wet vs Dry), Sex (Female vs Male), Region (US vs Rest of World), baseline score, and interaction of visit by treatment."
84,page_84,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 85 Primary inferences will be drawn from treatment differences for the changes from baseline derived from the MMRM models at Week 12. As part of secondary objectives, the treatment differences for each post baseline visit will also be derived using the same MMRM model. The estimated treatment difference for at each visit will be displayed in the summary of statistical analysis together with the 95% confidence interval and the associated p-value. An unstructured covariance matrix will be used to model the correlation among repeated measurements. The Kenward-Roger adjustment will be used with restricted (or residual) maximum likelihood (REML) to make statistical inference. If the unstructured covariance model fails to converge with the default Newton-Raphson algorithm, the Fisher scoring algorithm or other appropriate methods can be used to provide initial values of the covariance parameters. In the rare event that none of the above methods yield convergence, a structured covariance will be used to model the correlation among repeated measurements. 9.5.1.2. Sensitivity Analyses 9.5.1.3. Secondary Efficacy Endpoints The change from baseline efficacy endpoints will be analyzed using the same MMRM model described for co-primary endpoints. Analysis of the efficacy endpoints of proportion of patients with at least 75% reduction or a 100% reduction in the average number of daily UUI episodes at Week 12 and proportion of patients with at least 50% reduction in the average number of daily urgency episodes at Week 12 will be analyzed using the Cochran-Mantel-Haenszel risk difference estimate. Missing Week 12 data will be analyzed using multiple imputation. The estimated difference in the proportion of responders and 95% confidence interval for the difference will be calculated using the Cochran-Mantel-Haenszel risk difference estimate stratified by OAB Type (Wet vs Dry) and Sex (Female vs Male), with weights proposed by Greenland and Robins. Further details will be provided in the SAP."
85,page_85,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 86 9.5.1.4. Exploratory Efficacy Endpoints 9.5.2. Statistical Methods for Safety Analyses Safety analyses will be conducted using the SAF and summarized by treatment group as treated. The treatment-emergent period will be defined as the period of time from the first dose date of the double blinded Study Treatment through 28 days after the last dose of Study Treatment, or the date of initiation of another investigational agent or surgical intervention or rollover to the extension study, whichever occurs first. Safety will be assessed through summaries of adverse events, the frequency of treatment discontinuations due to adverse events, and clinical laboratory evaluations. The severity of all adverse events will be evaluated by the Investigator as described in Section 8.5 . All adverse events will be coded to preferred term and system organ class using Medical Dictionary for Regulatory Activities (MedDRA) 20.0 or higher. The incidence of adverse events will be presented by MedDRA system organ class and preferred term, relationship to Study Treatment, and severity. Laboratory data will consist of chemistry, hematology, and urinalysis data. Only data collected by the central laboratory will be included in the analyses. Vital signs parameters, including temperature, will be listed and summarized by visit. 9.5.3. PK Analysis Plasma concentrations will be listed and summarized by study visit and treatment group. Pharmacokinetic parameters for RVT-901 for each subject may be estimated via nonlinear mixed effect modeling using a population PK model and described in a separate report. 9.6. Multiplicity A stepwise gate-keeping procedure will be used to control the overall Type-I error rate at 5 level (two-sided) over the co-primary and key secondary hypotheses. If both co-primary endpoints are achieved, then the key secondary endpoints will be tested sequentially in the predefined order given in Section 9.2 . If statistical significance is achieved at all previous key secondary endpoints, the next sequential key secondary endpoint will be tested. Once a key secondary endpoint is found to be insignificant (i.e. p-stop. For all subsequent key secondary endpoints, nominal p-values will be provided. All other efficacy endpoints will be considered supportive and no multiplicity adjustments will be performed for these other efficacy endpoints. Nominal p-values will be computed for other efficacy endpoints as a measure of the strength of association between the endpoint and the treatment effect rather than formal tests of hypotheses. Unless otherwise stated, all statistical tests will be conducted at the (two-5 level of significance."
86,page_86,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 87 9.7. Sample Size Determination Approximately 1,400 patients will be randomized in a 5:5:4 ratio to receive one of the following Study Treatments: Vibegron 75 mg + placebo to match tolterodine ER 4 mg; Placebo to match vibegron 75 mg + placebo to match tolterodine ER 4 mg; or Tolterodine ER 4 mg + placebo to match vibegron 75 mg Approximately 500 patients will be assigned to the vibegron and placebo treatment groups, and approximately 400 patients will be assigned to the tolterodine treatment group. Assuming that a total of 10% patients will discontinue prior to Week 12 (for any reason), there will be approximately 450 evaluable patients in the vibegron and placebo treatment groups at the end of Week 12. Assuming 75% of the population will have OAB Wet, there will be approximately 337 evaluable patients in the vibegron and placebo treatment groups for the incontinence endpoints. The study has: Approximately 98% power to detect a true underlying between-group treatment difference of 0.6 in change from baseline in micturitions at a two-sided 0.05 level assuming a variability estimate of 2.20 based on vibegron Study 008 data. Approximately 98% power to detect a true underlying between-group treatment difference of 0.51 in change from baseline in urge urinary incontinence at a two-sided 0.05 level assuming a variability estimate of 1.68 based on vibegron Study 008 data. Assuming that these endpoints are uncorrelated, then this study has 96% power to reject both co- primary hypotheses. 9.8. Subgroup Analyses and Effect of Baseline Factors To determine whether the treatment effect is consistent across various subgroups, the estimate of the between-group treatment effect (with a nominal 95% confidence interval CI) for the primary endpoint will be estimated and plotted within each category of the following classification variables: Region (US vs. Rest of World) Age category (< 40 to < 55 to < 65 to 75, 75 years) Age category (< 65, 65 years) Race (white vs. other) Sex (female vs. male) Prior OAB therapy (naïve vs. non-naïve) OAB Type (OAB Wet vs. OAB Dry) For each subgroup, the primary MMRM model will be fit including a subgroup by treatment interaction term and model results will be presented. The consistency of the treatment effect will be assessed descriptively via summary statistics by category for the classification variables listed above."
87,page_87,Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 88 9.9. Interim Analyses There is no planned interim analysis for efficacy.
88,page_88,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 89 10. STUDY GOVERNANCE CONSIDERATIONS 10.1. Financial Disclosure Financial disclosure requirements are outlined by the US Code of Federal Regulations Title 21, Part 54 (21 CFR 54), Financial Disclosure by Clinical Investigators. It is the Sponsor's responsibility to determine, based on these regulations, whether a request for financial disclosure information is required. It is the Investigator's and Sub-Investigator's responsibility to comply with any such request. This is a “covered clinical study”, defined under 21 CFR 54 as “any study of a drug or device in humans submitted in a marketing application or reclassification petition patient to this part that the applicant or FDA relies on to establish that the product is effective (including studies that show equivalence to an effective product) or any study in which a single Investigator makes a significant contribution to the demonstration of safety.” As such, all Investigators and Sub- Investigators must provide documentation of their financial interest or arrangements with the Sponsor, or proprietary interests in the drug being studied. This documentation must be provided before participation of the Investigator and any Sub-Investigator. The Investigator and Sub- Investigator agree to notify the Sponsor of any change in reportable interests during the study and for 1 year following completion of the study. 10.2. Pre-Initiation Visit Sponsor personnel or designee(s) may visit the study site as necessary prior to initiation of the study to review information about the Study Treatment, protocol requirements, eCRFs, monitoring requirements, reporting of serious adverse events, and to ensure a full understanding of the Study Reference Manual with the site personnel. 10.3. Data Management Patient data will be entered into a Sponsor-approved electronic database and combined with data provided from other sources in validated datasets then transmitted electronically to the Sponsor or designee. Management of clinical data will be performed in accordance with applicable Sponsor-approved standards and data cleaning procedures to ensure the integrity of the data (e.g., errors will be corrected and inconsistencies clarified). Adverse events and concomitant medications terms will be coded using the most current versions of the MedDRA (i.e., 20.0 or higher) and the World Health Organization Drug Dictionary Enhanced (WHO-DDE), respectively. The Investigator will retain original source documents and the Sponsor will receive eCRF- required data as electronic datasets. Patient initials will not be collected or transmitted to the Sponsor."
89,page_89,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 90 10.4. Monitoring This study will be monitored by the Sponsor (or designee) in accordance with current GCP regulations. By signing this protocol, the Investigator grants permission to the Sponsor (or designee) and appropriate regulatory authorities to conduct on-site monitoring of all appropriate study documentation. In order to verify the accuracy of data collected in the eCRF, the monitor will require direct access to original source documents (e.g., patient records, patient charts, and laboratory reports). During the review of these documents, the anonymity of the patient will be respected with strict adherence to professional standards of confidentiality. A study monitor will contact and visit the site regularly and will be allowed, on request at a mutually acceptable time, to inspect the various records of the study. It will be the study monitor’s responsibility to inspect the eCRF at regular intervals throughout the study, to verify the adherence to the protocol and the completeness, correctness, and accuracy of all eCRF entries, and to meet with the Investigator to discuss study progress and compliance with the protocol and GCP. The study monitor should have access to laboratory test results and any other source records and data needed to verify the entries on the eCRF. The Investigator agrees to cooperate with the study monitor to ensure that any problems detected in the course of these monitoring visits are resolved. 10.5. Auditing or Inspections Representatives of regulatory authorities, health authorities, the Sponsor, or IRB/REB/IEC’s may conduct inspections or audits of the clinical study. If the Investigator is notified of an inspection by a regulatory authority, the Investigator agrees to notify the Sponsor’s medical monitor immediately. By signing this protocol, the Investigator agrees to provide to appropriately qualified personnel from such groups, access to records, facilities, and personnel for the effective conduct of any inspection or audit. 10.6. Study Oversight Committees 10.6.1. Clinical Adjudication Committee As noted in Section 8.6 , MACCE event diagnosis will be adjudicated by an independent external expert committee. 10.6.2. Steering Committee A Steering Committee may be formed, if deemed necessary. If formed, the committee will be comprised of both Sponsor and non-Sponsor scientific experts who will participate in the design, conduct, analyses, and publication of the study. Steering Committee members will remain blinded to patients’ treatment assignments and all unblinded data until the database is officially locked and unblinded."
90,page_90,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 91 10.7. Protocol Modifications Protocol modifications, except those intended to reduce immediate risk to patients, may be made only by the Sponsor. All protocol modifications must be submitted to the IRB/REB/IEC in accordance with local requirements. Approval must be obtained before changes can be implemented. The Investigator must not deviate from the protocol without first obtaining approval from the Sponsor and the IRB/REB/IEC, if required. In medical emergencies, the Investigator will use medical judgment and will remove the patient from immediate hazard, then notify the Sponsor (or designee) and the IRB/REB/IEC immediately regarding the type of emergency and the course of action taken. The Investigator must notify the Sponsor (or designee) of any inadvertent protocol deviations upon their discovery, and document the deviations appropriately in the study files. When a protocol amendment substantially alters the study design or the potential risks or burden to patients, the informed consent form will be amended and approved by the IRB/REB/IEC, and all patients on treatment will again provide informed consent. 10.8. Study Discontinuation The Sponsor reserves the right to terminate the study at any time. Should this be necessary, the Sponsor will arrange discontinuation procedures and notify the appropriate regulatory authority(ies) and IRB/REB/IEC. In terminating the study, the Sponsor and the Investigator will assure that adequate consideration is given to the protection of the study participants’ interests. 10.9. Publications After conclusion of the study and without prior written approval from the Sponsor, Investigators in this study may communicate, orally present, or publish in scientific journals or other scholarly media only after the following conditions have been met: The results of the study in their entirety have been publicly disclosed by or with the consent of the Sponsor in an abstract, manuscript, or presentation form; or The study has been completed at all study sites for at least 5 years. No such communication, presentation, or publication will include Urovant Sciences GmbH confidential information (see Section 10.10.5). The Investigator will submit to the Sponsor any proposed publication or presentation along with the respective target scientific journal or presentation forum at least 30 days before submission of the publication or presentation. The Investigator will comply with Sponsor requests to delete references to its confidential information (other than the study results) in any paper or presentation and agrees to withhold publication or presentation for an additional 60 days in order to obtain patent protection if deemed necessary."
91,page_91,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 92 10.10. Investigator-Specific Responsibilities 10.10.1. Compliance with Regulations and Ethical Standards The Investigator will ensure that this study is conducted in accordance with the principles of the “Declaration of Helsinki” (as amended in Edinburgh, Tokyo, Venice, Hong Kong, and South Africa), ICH guidelines, or with the laws and regulations of the country in which the research is conducted, whichever affords the greater protection to the study participant. For studies conducted under a United States investigational new drug application, the Investigator will ensure that the basic principles of GCP, as outlined in 21 Code of Federal Regulations (CFR 312), subpart D, “Responsibilities of Sponsors and Investigators,” 21 CFR, part 50, 1998, and 21 CFR, part 56, 1998, are adhered to. These standards are consistent with the requirements of the European Community Directive 2001/20/EC. The Investigator will also comply with financial disclosure requirements as described in Section 10.1 . 10.10.2. Protocol Compliance The Investigator is responsible for ensuring the study is conducted in accordance with the procedures and evaluations described in this protocol. 10.10.3. Institutional Review Board/Independent Ethics Committee Requirements The protocol, protocol amendments, informed consent form, IB, and any other relevant materials, including accompanying material to be provided to the patient (e.g., advertisements, patient information sheets, or descriptions of the study used to obtain informed consent) will be submitted by the Investigator to an IRB/REB/IEC. Approval from the IRB/REB/IEC must be obtained before starting the study and should be documented in a letter to the Investigator specifying the following: Protocol number; Protocol version; Protocol date; Documents reviewed; and Date on which the committee met and granted the approval. Any amendments to the protocol will require IRB/REB/IEC approval before implementation of changes made to the study design, except for changes necessary to eliminate an immediate hazard to study participants. The Investigator will be responsible for the following: Providing written summaries of the status of the study to the IRB/REB/IEC’s annually or more frequently in accordance with the requirements, policies, and procedures established by the IRB/REB/IEC; Notifying the IRB/REB/IEC of serious adverse events or other significant safety findings as required by procedures established by the IRB/REB/IEC."
92,page_92,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 93 10.10.4. Informed Consent The Investigator (or designee) is responsible for obtaining written informed consent from each study participant prior to any study activities. To help the individual make an informed decision about participating, the Investigator (or designee) shall discuss with the potential participant the purpose of the research, procedures, risks, benefits, alternative options to participating, confidentiality, how to contact study personnel, and the patient’s rights. Potential participants must be informed that their participation is voluntary and must be given ample time to ask the Investigator questions and obtain clarifications regarding the study prior to providing consent. The Investigator must utilize an IRB/REB/IEC-approved informed consent form for documenting written informed consent that contains all elements required by national, state, local, and institutional regulations or requirements. Each informed consent form will be appropriately signed and dated by the patient or the patient’s legally authorized representative and the person obtaining consent. As described in Section 10.7 , patients must be re-consented to participate in the study if a protocol amendment is made that substantially alters the study design or the potential risks or burden to patients. 10.10.5. Confidentiality The Investigator must assure that patients’ anonymity will be strictly maintained and that their identities are protected from unauthorized parties. Only patient number (i.e., not names) and date of birth (as allowed) should be recorded on any form or biological sample submitted to the Sponsor, IRB/REB/IEC, or laboratory. The Investigator must keep a Screening log showing codes, names, and addresses for all patients screened and for all patients enrolled in the study. The Investigator agrees that all information received from the Sponsor, including, but not limited to, the IB, protocol, eCRFs and other study forms, the investigational drug, and any other study information, remain the sole and exclusive property of the Sponsor during the conduct of the study and thereafter. This information is not to be disclosed to any third party (except employees or agents directly involved in the conduct of the study or as required by law) without prior written consent from the Sponsor. The Investigator further agrees to take all reasonable precautions to prevent the disclosure by any employee or agent of the study site to any third party or otherwise into the public domain. 10.10.6. Study Files and Retention of Records The Investigator must maintain adequate and accurate records to enable the conduct of the study to be fully documented and the study data to be subsequently verified. These documents should be classified into at least the following two categories: Investigator’s study file. The Investigator’s study file will contain the IB, protocol/amendments, IRB/REB/IEC and governmental approval with correspondence, informed consent forms, drug records, staff curriculum vitae, authorization and training forms, and other appropriate documents and correspondence."
93,page_93,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 94 Patient clinical source documents. The required source data should include the following for each patient: Patient identification (name, date of birth, sex); Documentation that the patient meets eligibility criteria, (e.g., history, physical examination, and confirmation of diagnosis to support inclusion and exclusion criteria); Participation in the study (including study number); Study discussed and date of informed consent; Dates of all visits; Documentation that protocol-specific procedures were performed; Results of efficacy parameters, as required by the protocol; Start and end date (including dose regimen) of Study Treatment (drug dispensing and return should be documented as well); Record of all adverse events and other safety parameters (start and end date, and causality and intensity as assigned by the Investigator); Concomitant medication (including start and end date); and Date of study completion and reason for early discontinuation, if applicable. All clinical study documentation must be retained by the Investigator until at least 2 years after the last approval of a marketing application in an ICH region (i.e., United States, Europe, or Japan) and until there are no pending or contemplated marketing applications in an ICH region; or, if no application is filed or if the application is not approved for such indication, until 2 years after the investigation is discontinued and regulatory authorities have been notified. Investigators may be required to retain documents longer if required by applicable regulatory requirements, by local regulations, or by an agreement with the Sponsor. The Investigator must notify the Sponsor before destroying any clinical study records. Clinical study documentation includes the IB, signed protocol and amendments, signed informed consents, notification of serious adverse events and related reports, any dispensing and accountability logs, shipping records of investigational product and study-related materials, documentation of financial aspects of the study, insurance statement, and signed agreement between the involved parties, dated and documented IRB/REB/IEC approval, approval of regulatory authorities as applicable, decoding procedures for blinded studies, curriculum vitae and all training records of study site personnel, and all correspondence pertaining to the conduct of the study. Should the Investigator wish to assign the study records to another party or move them to another location, the Sponsor must be notified in advance. If the Investigator cannot guarantee this archiving requirement at the study site for any or all of the documents, special arrangements must be made between the Investigator and the Sponsor to store these in sealed containers outside of the site so that they can be returned sealed to the Investigator in case of a regulatory audit. When source documents are required for the continued care of the patient, appropriate copies should be made for storage outside of the site."
94,page_94,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 95 10.10.7. Electronic Case Report Forms For each patient enrolled, an eCRF must be completed and signed by the Investigator or Sub-Investigator (as appropriate) listed on Food and Drug Administration Form 1572 and/or other appropriate local health authority documents within a reasonable time period after data collection. This also applies to records for those patients who fail to complete the study (even during a pre-randomization Screening Period if an eCRF was initiated). If a patient withdraws from the study, the reason must be noted on the eCRF. If a patient is withdrawn from the study because of a treatment-limiting adverse event, thorough efforts should be made to clearly document the outcome. 10.10.8. Investigational Product Accountability The Investigator or Investigator’s designee (e.g., pharmacist) is responsible for ensuring adequate accountability (including dates and lot numbers) of all used and unused Study Treatment (active and placebos). This includes acknowledgment of receipt of each shipment of study product (quantity and condition), patient dispensing records, and returned or destroyed study product. Dispensing records will document quantities received from the Sponsor and quantities dispensed to patients, including lot number, date dispensed, Patient Number, and the initials of the person dispensing the Study Treatment. At study initiation, the study monitor will evaluate the site’s standard operating procedure for investigational medicinal product disposal/destruction in order to ensure that it complies with the Sponsor requirements. Drug may be returned (by the monitor) or destroyed on-site, if appropriate per site standard operating procedures (SOPs). At the end of the study, following final drug inventory reconciliation by the monitor, the study site will dispose of and/or destroy all unused Study Treatment supplies, including empty containers, according to these procedures. If the site cannot meet the Sponsor’s requirements for disposal, arrangements will be made between the site and the Sponsor (or designee) for destruction or return of unused investigational medicinal product supplies. All drug supplies and associated documentation will be periodically reviewed and verified by the study monitor over the course of the study. 10.11. Sponsor-Specific Responsibilities 10.11.1. Study Report A clinical study report will be prepared and provided to the regulatory authority(ies). The Sponsor will ensure that the report meets the standards set out in the ICH Guideline for Structure and Content of Clinical Study Reports (ICH E3). Note that an abbreviated report may be prepared in certain cases. 10.11.2. Posting of Information on Publicly Available Clinical Trial Registers Study information from this protocol will be posted on publicly available clinical trial registers before enrollment of patients begins. Results will be posted as required."
95,page_95,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 96 11. REFERENCES 1. Abrams P, Cardozo L, Fall M, et al. The standardisation of terminology of lower urinary tract function: Report from the standardisation sub-committee of the international continence society. Neurourol Urodyn 2002;21:167–78. 2. Biers SM, Reynard JM and Brading AF. - adrenoceptor agonist (GW427353) on spontaneous activity and detrusor relaxation in human bladder. BJU International 2006;98: 1310-4. 3. Chapple CR, Nazir J, Hakimi Z, Bowditch S, Fatoye F, Guelfucci F, Khemiri A, Siddiqui E, Wagg A. Persistence and Adherence with Mirabegron versus Antimuscarinic Agents in Patients with Overactive Bladder: A Retrospective Observational Study in UK Clinical Practice. Eur Urol. 2017 Sep;72(3):389-399. 4. Chapple CR, Kaplan S, Mitcheson HD, Klecka J, Cummings J, Drogendijk T, Dorrepaal C, Martin NE. Randomized, double-blind, active-controlled Phase III study to assess the ling-tern safety and effiocacy of mirabegron in overactive bladder (OAB). Presented at European Association of Urology Annual Meeting, February 2012. 5. Chapple CR, Wyndaele JJ, van Kerrebroeck P, Radziszewski P, Dvorak V, Boerrigter P. Dose-ranging study of once-- adrenoceptor agonist, in patients with overactive bladder (OAB). Poster presentation at the 2010 European Urologic Association Annual Meeting, Barcelona, Spain. 6. Chapple CR, Yamaguchi O, Ridder ALJ, Carl S, Mattiasson A, Aramburu MAL, et al. Clinical proof of concept 3 adrenoceptor agonist YM178 is effective and well tolerated in the treatment of symptoms of overactive bladder. Poster presentation at the 2009 European Urologic Association Annual Meeting, Milan, Italy. 7. D’Souza AO, Smith MJ, Miller L-A, Doyle J, Ariely R. Persistence, adherence, and switch rates among extended-release and immediate-release overactive bladder medications in a regional managed care plan. J Manag Care Pharm 2008;14(3): 291- 301. 8. European Medicines Agency (EMA). European Agency for the Evaluation of Medicinal Products; Evaluation of Medicines for Human Use. Note for Guidance on the Clinical Investigation of Medicinal Products for the Treatment of Urinary Incontinence, CPMP/EWP/18/01 final. 18 December 2002. 9. FDA Guidance for Industry. Drug-Induced Liver Injury: Premarketing Clinical Evaluation. July 2009. Available at: http://www.fda.gov/downloads/Drugs/.../Guidances/UCM174090.pdf. Accessed: 11 January 2017. 10. Gray SL, Anderson ML, Dublin S, Hanlon JT, Hubbard R, Walker R, Yu O, Crane P, Larson, EB. Cumulative use of strong anticholinergic medications and incident dementia. JAMA Intern Med 2015;175(3): 401-407. 11. Gray SL, Hanlon JT. Anticholinergic medication use and dementia: latest evidence and clinical implications. Ther Adv Drug Saf 2016;7(5): 217-224."
96,page_96,"Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 97 12. Kaidoh K, Igawa Y, Takeda H, Yamazaki Y, Akahane S, Miyata H, Ajisawa Y, Nishizawa O, Andersson KE. 2 a - Adrenoceptor agonists on detrusor hyperreflexia in conscious cerebral infarcted rats. J Urol 2002;168: 1247-52. 13. Lawrence M, Guay DR, Benson SR, Anderson MJ. Immediate-release oxybutynin versus tolterodine in detrusor overactivity: a population analysis. Pharmacotherapy. 2000;20(4): 470-475. 14. Milsom I, Abrams P, Cardozo L, Roberts RG, Thüroff J, Wein AJ. How widespread are the symptoms of an overactive bladder and how are they managed? A population-based prevalence study. BJU International 2001;87: 760-6. 15. Rabin R, Gudex C, Selai C, Herdman M. From translation to version management: a history and review of methods for the cultural adaptation of the EuroQol five- dimensional questionnaire. Value Health 2014 Jan;17(1):70-76, 01-01-2014. 16. Stewart WF, Van Rooyen JB, Cundiff GW, Abrams P, Herzog AR, Corey R, et al. Prevalence and burden of overactive bladder in the United States. World J Urol 2003;20: 327-36. 17. Takeda H, Yamazaki Y, Akahane M, Igawa Y, Ajisawa Y, Nishizawa O. Role of the 3- adrenoceptor in urine storage in the rat: comparison between the selective 3- adrenoceptor agonist, CL316, 243, and various smooth muscle relaxants. J Pharm Exp Ther 2000;293: 939-45. 18. Takeda H, Yamazaki Y, Igawa Y, Kaidoh K, Akahane S, Miyata H, Nishizawa O, Akahane M, Andersson KE. -adrenoceptor stimulation on prostaglandin E2- induced bladder hyperactivity and on the cardiovascular system in conscious rats. Neurology and Urodynamics 2002;21: 558-65. 19. Van Kerrebroeck P, Kreder K, Jonas U, Zinner N, and Wein A. tolterodine oncedaily: superior efficacy and tolerability in the treatment of the overactive bladder. Urol 2001;57: 414–21. 20. Woods M, Carson N, Norton N, Wesley S, Jeffery H, Argentieri TM. Efficacy of the -adrenergic receptor agonist CL-316243 on experimental bladder hyperreflexia and detrusor instability in the rat. J Urol 2001;166: 1142-7. 21. Yamaguchi O. -adrenoceptors in human detrusor muscle. Urology 2002;59 (Supplement 5A): 25-29."
97,page_97,Clinical Study Protocol RVT-901-3003 Urovant Sciences GmbH Effective: 15 NOV 2018 Confidential Page | 98 APPENDICES APPENDIX A. LIST OF ABBREVIATIONS Term Description AE adverse event AECI Adverse Events of Clinical Interest ALT alanine aminotransferase ANCOVA analysis of covariance AR adrenergic receptor AST aspartate aminotransferase AUC area under the concentration-time curve AUC0-24 area under the concentration-time curve from time 0 to 24 hours BP blood pressure BPH benign prostatic hypertrophy bpm beats per minute CAC clinical adjudication committee cAMP cyclic adenosine monophosphate CFB change from baseline CHMP Committee for Medicinal Products for Human Use CI confidence interval Cmax maximum concentration CT computerized tomography CYP cytochrome P450 DBP diastolic blood pressure DDI drug-drug interaction ECG electrocardiogram eCRF electronic case report form eDiary electronic diary eGFR estimated glomerular filtration rate EMA European Medicines Agency EQ-5D European Quality of Life-5 dimension ER extended release EU European Union FAS full analysis set
